,filename,P_in,P_rec,N_cal,seed,loss,mean_hem1_ipsi,mean_hem1_contra,mean_hem2_ipsi,mean_hem2_contra,var_hem1_ipsi,var_hem1_contra,var_hem2_ipsi,var_hem2_contra,max_hem1_ipsi,max_hem1_contra,max_hem2_ipsi,max_hem2_contra,nb_hem1_ipsi_pref,nb_hem2_ipsi_pref
10,IpsiContra_In07_Rec05_Col10_s2.npz,0.7,0.5,10,2,0.017394594848155975,-0.0410909540951252,-0.07461433112621307,-0.07356690615415573,-0.09933948516845703,0.051830489188432693,0.38736557960510254,0.24208298325538635,0.13844658434391022,0.06746098399162292,1.0303740501403809,0.49299928545951843,0.2538699805736542,1,9
11,IpsiContra_In02_Rec10_Col20_s1.npz,0.2,1.0,20,1,0.010905175469815731,-0.16398610174655914,-0.134295254945755,-0.07656863331794739,-0.021419472992420197,0.08551434427499771,0.16293379664421082,0.11510550230741501,0.25985318422317505,0.04011699929833412,0.3425690233707428,0.41653507947921753,0.9662836790084839,1,4
12,IpsiContra_In07_Rec02_Col10_s2.npz,0.7,0.2,10,2,0.016870122402906418,-0.04066621512174606,-0.2573859393596649,-0.020982244983315468,-0.12482459843158722,0.049678120762109756,0.6617621779441833,0.216997429728508,0.22307273745536804,0.1108245849609375,1.0147271156311035,0.8808532953262329,0.5584115982055664,1,6
13,IpsiContra_In07_Rec02_Col10_s0.npz,0.7,0.2,10,0,0.011502617970108986,-0.007763219065964222,-0.1853071004152298,-0.10371851921081543,-0.04765833541750908,0.36792126297950745,0.573809027671814,0.14259271323680878,0.1645730435848236,1.00693941116333,1.3538851737976074,0.18669447302818298,0.42203468084335327,10,2
14,IpsiContra_In07_Rec05_Col10_s0.npz,0.7,0.5,10,0,0.010575180873274803,-0.019488949328660965,-0.11899387836456299,-0.0643777847290039,-0.0386522077023983,0.17194032669067383,0.1788102686405182,0.0857350155711174,0.2631317675113678,0.4645494222640991,0.49305039644241333,0.1911935657262802,0.7579996585845947,10,5
15,IpsiContra_In07_Rec07_Col40_s2.npz,0.7,0.7,40,2,0.01592773199081421,-0.12465684115886688,-0.21909303963184357,-0.05187743902206421,-0.16735216975212097,0.07416484504938126,0.5731704235076904,0.618437647819519,0.2467670738697052,0.10108813643455505,1.8401527404785156,3.0226049423217773,0.7466941475868225,0,11
16,IpsiContra_In02_Rec05_Col20_s2.npz,0.2,0.5,20,2,0.016962246969342232,-0.06115349382162094,-0.011462202295660973,0.03002569079399109,-0.04904312267899513,0.04603871703147888,0.16203787922859192,0.11452638357877731,0.1498875916004181,0.0584346167743206,0.6009209156036377,0.19788222014904022,0.5341137051582336,1,20
17,IpsiContra_In07_Rec10_Col10_s1.npz,0.7,1.0,10,1,0.012063977308571339,-0.1283196657896042,-0.08429946005344391,-0.20067939162254333,-0.02791111171245575,0.10393540561199188,0.35285642743110657,0.08642753958702087,0.24083544313907623,0.27831196784973145,0.9865446090698242,-0.008677257224917412,0.799304187297821,4,0
18,IpsiContra_In02_Rec02_Col20_s2.npz,0.2,0.2,20,2,0.016946224495768547,-0.0615006685256958,-0.06117652729153633,0.011077409610152245,-0.06104768440127373,0.06441514939069748,0.2199167162179947,0.13014677166938782,0.18660232424736023,0.04321820288896561,0.6574001908302307,0.347749799489975,0.5972101092338562,4,13
19,IpsiContra_In10_Rec07_Col30_s2.npz,1.0,0.7,30,2,0.015290246345102787,-0.07366815954446793,-0.24799875915050507,-0.11544706672430038,-0.17360571026802063,0.09122733771800995,0.6103581786155701,0.7012858390808105,0.27559059858322144,0.2581723928451538,2.5129127502441406,2.301988363265991,0.7308207154273987,4,11
20,IpsiContra_In07_Rec10_Col10_s0.npz,0.7,1.0,10,0,0.009728620760142803,-0.07829044759273529,-0.1497083604335785,-0.15279780328273773,-0.260307639837265,0.13362319767475128,0.21838469803333282,0.11847370862960815,0.6307092308998108,0.30374422669410706,0.4966074526309967,0.22800348699092865,1.7452311515808105,8,1
21,IpsiContra_In07_Rec05_Col10_s1.npz,0.7,0.5,10,1,0.011138110421597958,-0.09883980453014374,0.009257766418159008,-0.0777275413274765,0.005738922394812107,0.10961225628852844,0.2615952789783478,0.1027953252196312,0.1669328510761261,0.2100340723991394,0.5242620706558228,0.2380421757698059,0.4361891746520996,1,2
22,IpsiContra_In02_Rec10_Col20_s2.npz,0.2,1.0,20,2,0.015180608257651329,-0.09847619384527206,-0.13741685450077057,0.060436129570007324,-0.0772409439086914,0.06967112421989441,0.19328227639198303,0.28034019470214844,0.10860150307416916,0.14088129997253418,0.6046081185340881,0.8866370320320129,0.3785049617290497,1,18
